,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,age_group,has_child,child_jitter
27833,29,Private,115064,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.17905590853022546
27834,20,State-gov,215443,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,38,United-States,<=50K,17-21,С детьми,0.845381417094803
27835,32,Private,174789,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,50,United-States,<=50K,32-36,Без детей,0.18220128008508013
27836,24,Private,91999,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,20,United-States,<=50K,22-26,Без детей,0.2828014883203321
27837,59,Federal-gov,100931,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,>50K,57-61,Без детей,0.3413836027859447
27838,56,Self-emp-not-inc,119069,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,>50K,52-56,Без детей,0.1383792675047722
27839,40,Self-emp-not-inc,277488,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,84,United-States,<=50K,37-41,Без детей,0.32891000927204694
27840,35,Private,265662,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,>50K,32-36,Без детей,0.22854386120554587
27841,38,Private,114591,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024.0,0.0,40,United-States,>50K,37-41,Без детей,0.28791389806365086
27842,24,Private,227594,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,20,United-States,<=50K,22-26,С детьми,0.719377095174133
27843,30,Private,129707,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,1848.0,40,United-States,>50K,27-31,Без детей,0.29692390152339854
27845,36,Private,133569,1st-4th,2,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40,Mexico,<=50K,32-36,Без детей,0.1910307794938478
27846,20,Local-gov,308654,Some-college,10,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Female,0.0,0.0,20,United-States,<=50K,17-21,С детьми,0.6352633301844951
27847,36,Private,156084,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,32-36,С детьми,0.8574690035491088
27848,45,Federal-gov,380127,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.13392826336961988
27849,22,Private,210781,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.8277838295120417
27850,31,Private,189759,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,2001.0,40,United-States,<=50K,27-31,Без детей,0.1705930223973937
27851,34,Private,258675,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,32-36,С детьми,0.7241328548644868
27852,24,Private,223367,11th,7,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.32739817036145336
27854,23,Private,409230,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,25,United-States,<=50K,22-26,Без детей,0.17942371607496288
27855,46,Federal-gov,308077,Prof-school,15,Separated,Prof-specialty,Unmarried,White,Female,0.0,0.0,40,Germany,>50K,42-46,Без детей,0.3377698253260086
27856,60,Private,159049,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,70,Germany,>50K,57-61,Без детей,0.24946214538445632
27857,40,Private,353142,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.2178768310521464
27858,55,Private,143030,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,52-56,Без детей,0.2889850592167207
27859,47,Private,304857,Masters,14,Separated,Tech-support,Not-in-family,White,Male,27828.0,0.0,40,United-States,>50K,47-51,Без детей,0.2119335332754298
27860,28,Private,30912,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,43,United-States,<=50K,27-31,Без детей,0.21334920615912567
27861,55,Private,125000,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,>50K,52-56,Без детей,0.30604633382519275
27862,47,Private,181363,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,>50K,47-51,Без детей,0.2043597338893859
27863,54,Private,338620,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,52,United-States,>50K,52-56,Без детей,0.17818543560506203
27864,32,Private,115989,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,60,United-States,<=50K,32-36,Без детей,0.3238350707191773
27865,38,Private,111128,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,>50K,37-41,Без детей,0.3232890480945356
27866,61,Self-emp-not-inc,201273,Some-college,10,Widowed,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,57-61,Без детей,0.24942056888964864
27867,62,Self-emp-inc,137354,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,South,<=50K,62-66,Без детей,0.2563973478791092
27868,29,Private,133420,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5013.0,0.0,40,United-States,<=50K,27-31,Без детей,0.2970583901842333
27869,26,Private,192208,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Female,0.0,0.0,32,United-States,<=50K,22-26,Без детей,0.25222583002298404
27870,19,Private,220001,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,50,United-States,<=50K,17-21,С детьми,0.7300895901526158
27871,40,Private,352612,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.36877460639121895
27872,36,Private,169426,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298.0,0.0,40,United-States,>50K,32-36,Без детей,0.16543370268461416
27873,42,Private,319016,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2885.0,0.0,45,United-States,<=50K,42-46,Без детей,0.2722547150175666
27874,55,Private,119751,Masters,14,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,40,Thailand,<=50K,52-56,Без детей,0.3426071262581585
27875,55,Private,202220,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,2407.0,0.0,35,United-States,<=50K,52-56,Без детей,0.29493160988346756
27876,43,Self-emp-not-inc,99220,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,>50K,42-46,Без детей,0.3414215917811772
27877,39,Private,111275,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.21072033288512143
27878,38,Federal-gov,261241,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45,United-States,>50K,37-41,Без детей,0.1952783143024574
27879,28,Private,261725,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,40,Mexico,<=50K,27-31,Без детей,0.33430537285650513
27880,36,Private,182013,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.22458749828451052
27881,49,Private,40666,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50,United-States,<=50K,47-51,Без детей,0.30032375753375473
27882,41,Private,216461,Some-college,10,Divorced,Adm-clerical,Own-child,Black,Female,0.0,0.0,40,United-States,<=50K,37-41,С детьми,0.6654596588193874
27883,60,Private,320376,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40,United-States,<=50K,57-61,Без детей,0.3114011500904019
27884,35,Private,282951,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,70,United-States,<=50K,32-36,Без детей,0.2617558357659686
27885,36,State-gov,166697,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.1944667935785106
27886,51,Private,290856,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,>50K,47-51,Без детей,0.2486809513501372
27887,23,Private,455361,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40,Guatemala,<=50K,22-26,Без детей,0.29726647020152885
27888,51,Private,82783,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.1328527381233721
27889,17,Private,56536,11th,7,Never-married,Sales,Own-child,White,Female,1055.0,0.0,18,India,<=50K,17-21,С детьми,0.7829920941153911
27890,33,Self-emp-not-inc,109959,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,25,United-States,<=50K,32-36,Без детей,0.25998178678558587
27891,50,Private,177927,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.18286868025921582
27892,38,Private,192337,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,>50K,37-41,Без детей,0.3107154577542872
27893,18,Private,236272,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,35,United-States,<=50K,17-21,С детьми,0.7028306363119683
27894,26,Private,33610,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.6964466235711756
27895,21,Private,209483,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,47,United-States,<=50K,17-21,С детьми,0.7430924037598374
27896,26,Private,247006,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,52,United-States,<=50K,22-26,Без детей,0.2922759228213675
27897,30,Local-gov,311913,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40,United-States,>50K,27-31,Без детей,0.352923034210301
27899,33,Local-gov,300681,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.16392573835170496
27900,42,State-gov,24264,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,0.0,0.0,38,United-States,<=50K,42-46,Без детей,0.22515234898041608
27901,28,Private,266070,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50,United-States,<=50K,27-31,Без детей,0.14607750220303117
27902,20,Private,226978,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0.0,0.0,35,United-States,<=50K,17-21,С детьми,0.8120521793932182
27903,66,Local-gov,362165,Bachelors,13,Widowed,Prof-specialty,Not-in-family,Black,Female,0.0,2206.0,25,United-States,<=50K,62-66,Без детей,0.23745589352352658
27904,31,Private,341672,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,50,India,<=50K,27-31,Без детей,0.2996629924451644
27905,36,Private,179488,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,0.0,0.0,40,Canada,<=50K,32-36,Без детей,0.20732666175430894
27906,39,Federal-gov,243872,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40,United-States,>50K,37-41,Без детей,0.3326361379375176
27907,52,Private,259583,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,<=50K,52-56,Без детей,0.2583587387776275
27908,61,Private,159822,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,7688.0,0.0,40,Poland,>50K,57-61,Без детей,0.3564658772376772
27909,27,Private,219863,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.1489155133945682
27910,45,Private,206947,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,50,United-States,<=50K,42-46,Без детей,0.25342643789009783
27911,21,Private,245572,9th,5,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,40,United-States,<=50K,17-21,С детьми,0.8139492590394477
27912,25,Private,38488,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.7740366355376676
27913,24,Private,182504,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,25,United-States,<=50K,22-26,С детьми,0.6355665937024423
27914,38,Private,193815,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55,Italy,<=50K,37-41,Без детей,0.3633612828025314
27916,29,Private,46442,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1902.0,50,United-States,>50K,27-31,Без детей,0.20158328633821562
27917,45,Private,60267,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,38,United-States,<=50K,42-46,Без детей,0.1898266879279317
27918,59,Private,264357,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50,United-States,<=50K,57-61,Без детей,0.24655837014557908
27919,41,Private,191814,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,37-41,С детьми,0.7601179458056038
27920,23,Private,107882,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.8139091530215581
27921,43,Private,174575,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,45,United-States,<=50K,42-46,Без детей,0.22438567783815738
27922,17,Private,143331,11th,7,Never-married,Sales,Own-child,White,Male,0.0,0.0,20,United-States,<=50K,17-21,С детьми,0.7355904903509309
27923,32,Private,126132,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50,United-States,>50K,32-36,Без детей,0.25839037982411944
27924,42,Private,198619,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.22465290393799375
27925,68,Private,211287,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2392.0,40,United-States,>50K,67+,Без детей,0.34949153898427743
27926,55,Federal-gov,238192,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,1887.0,40,United-States,>50K,52-56,Без детей,0.3343004719922205
27927,43,Private,257780,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.2391936868186908
27928,61,Private,183355,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,>50K,57-61,Без детей,0.13004676696095613
27929,28,Private,148429,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.34622427892702734
27930,47,Private,71221,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,60,United-States,<=50K,47-51,Без детей,0.15984077762547166
27931,21,Self-emp-not-inc,236769,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,17-21,Без детей,0.1886829796465711
27932,39,Private,32146,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.16656670824769557
27933,39,Private,347491,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0.0,1876.0,46,United-States,<=50K,37-41,Без детей,0.1731557367954457
27934,34,Private,180714,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,2179.0,40,United-States,<=50K,32-36,Без детей,0.32269060909356034
27936,27,Private,306747,Bachelors,13,Divorced,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40,United-States,<=50K,27-31,С детьми,0.7690803459998218
27937,21,State-gov,478457,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0.0,0.0,12,United-States,<=50K,17-21,С детьми,0.8594628391500836
27938,25,Private,248990,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40,Mexico,<=50K,22-26,Без детей,0.18554884295769195
27939,51,Self-emp-inc,46281,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,>50K,47-51,Без детей,0.24655237795149615
27940,35,Private,148015,Bachelors,13,Never-married,Sales,Own-child,Black,Female,0.0,0.0,40,United-States,<=50K,32-36,С детьми,0.8645828085797929
27941,19,Private,278115,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,12,United-States,<=50K,17-21,С детьми,0.8283464434259447
27942,27,Private,190525,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,55,United-States,>50K,27-31,Без детей,0.3048677629889178
27943,34,Private,176673,Some-college,10,Never-married,Sales,Other-relative,Black,Female,0.0,0.0,35,United-States,<=50K,32-36,Без детей,0.17535404832899007
27945,36,Private,238415,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.31465729621833183
27946,33,Self-emp-not-inc,37939,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35,United-States,<=50K,32-36,Без детей,0.21341562942302028
27947,60,Self-emp-not-inc,35649,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,57-61,Без детей,0.25732885529122185
27948,42,Private,383493,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50,United-States,>50K,42-46,Без детей,0.27619869112948964
27949,47,Federal-gov,204900,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.276247290765821
27950,42,Private,20809,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,75,United-States,>50K,42-46,Без детей,0.30436563325924393
27951,34,Private,148207,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,65,United-States,>50K,32-36,Без детей,0.28880850223412935
27952,21,Private,200153,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0.0,0.0,32,United-States,<=50K,17-21,С детьми,0.6464090110345415
27953,30,Private,169496,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,15,United-States,>50K,27-31,Без детей,0.23976328622778575
27954,53,Private,22978,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50,United-States,>50K,52-56,Без детей,0.289365185612795
27955,34,Private,366898,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,Germany,<=50K,32-36,Без детей,0.20103831571977487
27956,37,Private,324947,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.20513360493193353
27957,27,Private,321577,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,40,United-States,<=50K,27-31,С детьми,0.6598962114611078
27958,31,Private,241360,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.23046759663396527
27959,30,Private,207564,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.3668393042334819
27960,33,Private,220860,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,45,United-States,<=50K,32-36,Без детей,0.19847664670912896
27961,41,Local-gov,336571,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.25754485424466356
27962,23,State-gov,56402,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30,United-States,<=50K,22-26,Без детей,0.30837694066698024
27963,65,Private,180280,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40,United-States,<=50K,62-66,Без детей,0.13323934501222495
27964,30,Private,81282,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.3461054943035917
27965,51,Private,86332,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,4064.0,0.0,55,United-States,<=50K,47-51,Без детей,0.22277204433398523
27966,30,Local-gov,27051,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,27-31,С детьми,0.8385878368106358
27967,49,Private,287647,Masters,14,Divorced,Sales,Not-in-family,White,Male,4787.0,0.0,45,United-States,>50K,47-51,Без детей,0.13934743813587475
27968,37,Self-emp-not-inc,183735,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,3137.0,0.0,30,United-States,<=50K,37-41,Без детей,0.1649592524472822
27969,42,Private,100800,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.2074070690746142
27970,62,Private,155094,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,45,United-States,>50K,62-66,Без детей,0.2129108255351869
27972,31,Private,151053,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,5178.0,0.0,40,United-States,>50K,27-31,Без детей,0.33347061352672397
27973,50,Private,548361,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,20,United-States,>50K,47-51,Без детей,0.13268826769317646
27974,33,Private,173858,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40,India,<=50K,32-36,Без детей,0.2838668263527231
27975,27,Private,347153,Some-college,10,Never-married,Transport-moving,Other-relative,White,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.16151498468285208
27976,31,Private,319146,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4386.0,0.0,40,Mexico,>50K,27-31,Без детей,0.3275717561706518
27977,35,Private,197719,Some-college,10,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.3168575838298989
27978,55,Private,197114,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,6,United-States,>50K,52-56,Без детей,0.24998104657868814
27979,54,Self-emp-not-inc,109418,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,1977.0,35,United-States,>50K,52-56,Без детей,0.18104493412297004
27980,56,Private,182062,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,48,United-States,>50K,52-56,Без детей,0.28227889383173355
27981,21,Private,184543,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,17-21,Без детей,0.16750199623783496
27982,66,Private,175558,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,20,Germany,<=50K,62-66,Без детей,0.17560571022223684
27983,46,Private,122026,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,United-States,<=50K,42-46,Без детей,0.2804055765340858
27984,23,Private,340543,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,38,United-States,<=50K,22-26,Без детей,0.36789482706126986
27985,43,Private,101950,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45,United-States,<=50K,42-46,Без детей,0.3438546009406111
27986,40,Private,179508,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,55,United-States,<=50K,37-41,Без детей,0.2723457658440825
27987,52,Private,225317,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,Mexico,<=50K,52-56,Без детей,0.2592488245041817
27988,59,Local-gov,53304,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,>50K,57-61,Без детей,0.369612371201946
27989,36,Local-gov,282602,Assoc-voc,11,Separated,Adm-clerical,Own-child,Black,Female,0.0,0.0,40,United-States,<=50K,32-36,С детьми,0.7613753154321345
27990,33,Private,184016,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.23082796527026656
27991,20,Private,250165,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,<=50K,17-21,Без детей,0.348293328586082
27992,21,Private,196467,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,35,United-States,<=50K,17-21,Без детей,0.18620423100862918
27994,42,Self-emp-not-inc,178780,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,>50K,42-46,Без детей,0.15340623767123415
27995,62,Private,65868,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,43,United-States,<=50K,62-66,Без детей,0.28218160824683924
27996,54,Private,35459,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,52-56,Без детей,0.15300391210449976
27997,35,Private,98986,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,30,United-States,<=50K,32-36,С детьми,0.7195556488687105
27998,36,Private,282092,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.23165857253961292
27999,21,Private,140764,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,45,United-States,<=50K,17-21,Без детей,0.26140913609181593
28000,30,Private,33124,HS-grad,9,Separated,Farming-fishing,Unmarried,White,Female,0.0,0.0,14,United-States,<=50K,27-31,Без детей,0.367998290979511
28001,46,Private,90042,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,>50K,42-46,Без детей,0.1830356135999634
28002,32,Private,102986,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0.0,0.0,40,Laos,>50K,32-36,Без детей,0.22018153084165887
28003,21,Private,214387,Some-college,10,Never-married,Sales,Other-relative,White,Male,0.0,0.0,64,United-States,<=50K,17-21,Без детей,0.16173762985855794
28004,39,Private,180667,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.27582724624797633
28005,54,Private,278329,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0.0,0.0,43,United-States,<=50K,52-56,Без детей,0.3046415637538801
28006,32,Private,184440,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3464.0,0.0,40,United-States,<=50K,32-36,Без детей,0.24569843757661092
28007,23,Private,140462,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.688999504389593
28008,42,Private,202565,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,Italy,<=50K,42-46,Без детей,0.27901318460361946
28010,28,Private,287268,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,35,United-States,<=50K,27-31,Без детей,0.25939785360852385
28011,28,Private,215955,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.17108457361689228
