Возраст;Работа;Семейный статус;Образование;Кредитный дефолт;Ипотека;Займ;Контакт;Месяц;День недели;Длительность;Кампания;День;Предыдущий контакт;Доходность;Колебание уровня безработицы;Индекс потребительских цен;Индекс потребительской уверенности;Европейская межбанковская ставка;Количество сотрудников в компании;y
35;Обслуживающий персонал;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;130;3;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
35;Обслуживающий персонал;Женат / замужем;Базовое (6 классов);Нет;Да;Нет;Сотовый телефон;Май;Понедельник;136;1;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
35;Менеджер;Женат / замужем;Высшая школа;Нет;Да;Да;Городской телефон;Май;Понедельник;159;10;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
35;Голубой воротничок;Не женат / не замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Май;Понедельник;265;2;3;1;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
35;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Да;Нет;Сотовый телефон;Май;Понедельник;291;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
35;Обслуживающий персонал;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;297;4;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
35;Обслуживающий персонал;Женат / замужем;Базовое (6 классов);Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;392;2;3;2;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
35;Обслуживающий персонал;Женат / замужем;Базовое (6 классов);Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;592;1;3;1;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
36;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;7;6;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
36;Техник;Женат / замужем;Профессиональный курс;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;16;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
36;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Городской телефон;Май;Понедельник;47;1;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
36;Преддприниматель;Женат / замужем;Базовое (9 классов);Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;104;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
36;Менеджер;Женат / замужем;Университетская степень;Нет;Нет;Да;Сотовый телефон;Май;Понедельник;110;4;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
36;Менеджер;Женат / замужем;Высшая школа;Нет;Да;Нет;Городской телефон;Май;Понедельник;133;1;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
36;Самозанятый;Не женат / не замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;251;4;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
36;Преддприниматель;Женат / замужем;Базовое (9 классов);Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;257;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
36;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;267;1;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
36;Техник;Женат / замужем;Университетская степень;Нет;Нет;Да;Сотовый телефон;Май;Понедельник;287;2;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
36;Преддприниматель;Женат / замужем;Университетская степень;Нет;Нет;Нет;Городской телефон;Май;Понедельник;410;4;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
37;Техник;Не женат / не замужем;Профессиональный курс;Нет;Нет;Нет;Городской телефон;Май;Понедельник;21;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
37;Неизвестно;Не женат / не замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;23;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
37;Техник;Не женат / не замужем;Профессиональный курс;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;78;4;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
37;Преддприниматель;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;79;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
38;Менеджер;Не женат / не замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;190;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
38;Менеджер;Женат / замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;208;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
38;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Май;Понедельник;240;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
39;Менеджер;Женат / замужем;Высшая школа;Нет;Нет;Нет;Городской телефон;Май;Понедельник;6;4;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
39;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Городской телефон;Май;Понедельник;36;6;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
39;Голубой воротничок;Не женат / не замужем;Базовое (9 классов);Нет;Да;Да;Сотовый телефон;Май;Понедельник;78;3;3;1;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
39;Менеджер;Женат / замужем;Высшая школа;Нет;Неизвестно;Неизвестно;Сотовый телефон;Май;Понедельник;99;2;999;2;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
39;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Нет;Да;Сотовый телефон;Май;Понедельник;124;3;999;2;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
39;Менеджер;Не женат / не замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;198;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
39;Голубой воротничок;Не женат / не замужем;Базовое (9 классов);Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;264;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
39;Менеджер;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;301;3;3;1;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
39;Менеджер;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;303;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
39;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;378;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
39;Менеджер;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;597;1;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
39;Самозанятый;Не женат / не замужем;Базовое (9 классов);Нет;Да;Нет;Городской телефон;Май;Понедельник;846;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
39;Техник;Женат / замужем;Профессиональный курс;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;1046;3;11;1;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
39;Менеджер;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;1063;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
40;Менеджер;Женат / замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;365;4;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
41;Менеджер;Не женат / не замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;306;3;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
41;Обслуживающий персонал;Не женат / не замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;417;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
41;Техник;Женат / замужем;Неизвестно;Нет;Да;Да;Сотовый телефон;Май;Понедельник;963;1;3;2;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
42;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;20;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
42;Обслуживающий персонал;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;74;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
42;Менеджер;Женат / замужем;Профессиональный курс;Нет;Да;Да;Сотовый телефон;Май;Понедельник;172;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
42;Менеджер;Женат / замужем;Профессиональный курс;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;174;1;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
42;Домохозяйка;Не женат / не замужем;Высшая школа;Нет;Да;Нет;Городской телефон;Май;Понедельник;186;4;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
42;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;230;6;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
42;Менеджер;Женат / замужем;Профессиональный курс;Нет;Нет;Да;Сотовый телефон;Май;Понедельник;300;1;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
42;Обслуживающий персонал;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;312;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
42;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;370;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
42;Менеджер;Женат / замужем;Профессиональный курс;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;458;3;9;2;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
42;Обслуживающий персонал;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;520;2;3;1;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
43;Менеджер;Не женат / не замужем;Университетская степень;Нет;Да;Нет;Городской телефон;Май;Понедельник;34;6;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
43;Менеджер;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;76;4;3;1;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
43;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Да;Сотовый телефон;Май;Понедельник;99;4;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
43;Преддприниматель;Женат / замужем;Базовое (6 классов);Нет;Да;Нет;Сотовый телефон;Май;Понедельник;195;3;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
43;Менеджер;Женат / замужем;Профессиональный курс;Нет;Да;Да;Сотовый телефон;Май;Понедельник;238;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
44;Самозанятый;Женат / замужем;Высшая школа;Нет;Нет;Да;Сотовый телефон;Май;Понедельник;15;4;999;2;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
44;Менеджер;Разведен(-а);Высшая школа;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;72;4;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
44;Преддприниматель;Не женат / не замужем;Профессиональный курс;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;74;1;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
44;Самозанятый;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;108;1;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
44;Техник;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;174;5;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
44;Самозанятый;Не женат / не замужем;Профессиональный курс;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;230;6;12;1;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
44;Самозанятый;Не женат / не замужем;Профессиональный курс;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;775;5;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
44;Самозанятый;Не женат / не замужем;Профессиональный курс;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;922;4;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
45;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Да;Сотовый телефон;Май;Понедельник;7;4;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
45;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Май;Понедельник;54;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
45;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Да;Городской телефон;Май;Понедельник;157;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
45;Преддприниматель;Женат / замужем;Базовое (4 класса);Неизвестно;Нет;Нет;Сотовый телефон;Май;Понедельник;211;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
45;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;254;4;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
46;Техник;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;60;5;3;1;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
46;Менеджер;Не женат / не замужем;Высшая школа;Нет;Нет;Да;Сотовый телефон;Май;Понедельник;83;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
46;Обслуживающий персонал;Женат / замужем;Базовое (6 классов);Нет;Да;Нет;Городской телефон;Май;Понедельник;89;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
46;Голубой воротничок;Женат / замужем;Базовое (6 классов);Нет;Да;Нет;Сотовый телефон;Май;Понедельник;1091;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
48;Cамозанятый;Женат / замужем;Профессиональный курс;Нет;Да;Да;Сотовый телефон;Май;Понедельник;10;4;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
48;Менеджер;Женат / замужем;Университетская степень;Нет;Нет;Да;Сотовый телефон;Май;Понедельник;312;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
49;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Городской телефон;Май;Понедельник;15;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
49;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Да;Городской телефон;Май;Понедельник;16;1;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
49;Самозанятый;Женат / замужем;Высшая школа;Нет;Да;Нет;Городской телефон;Май;Понедельник;96;1;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
49;Менеджер;Разведен(-а);Университетская степень;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;124;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
49;Техник;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;143;1;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
50;Самозанятый;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;172;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
50;Голубой воротничок;Женат / замужем;Базовое (6 классов);Нет;Да;Нет;Сотовый телефон;Май;Понедельник;293;3;3;1;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
50;Преддприниматель;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Городской телефон;Май;Понедельник;331;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
50;Голубой воротничок;Женат / замужем;Базовое (6 классов);Нет;Да;Нет;Городской телефон;Май;Понедельник;483;4;3;2;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
50;Самозанятый;Женат / замужем;Базовое (9 классов);Нет;Да;Да;Сотовый телефон;Май;Понедельник;673;6;3;1;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
51;Техник;Женат / замужем;Профессиональный курс;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;8;4;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
51;Cамозанятый;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;14;5;3;1;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
51;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Да;Нет;Сотовый телефон;Май;Понедельник;59;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
51;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Да;Нет;Сотовый телефон;Май;Понедельник;77;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
51;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Да;Нет;Сотовый телефон;Май;Понедельник;601;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
52;Менеджер;Не женат / не замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;127;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
52;Менеджер;Женат / замужем;Университетская степень;Нет;Нет;Да;Сотовый телефон;Май;Понедельник;434;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
52;Менеджер;Не женат / не замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;437;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
52;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Нет;Нет;Сотовый телефон;Май;Понедельник;528;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
53;Менеджер;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;8;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
53;Техник;Женат / замужем;Профессиональный курс;Нет;Да;Нет;Городской телефон;Май;Понедельник;25;1;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
53;Менеджер;Женат / замужем;Базовое (9 классов);Нет;Нет;Нет;Городской телефон;Май;Понедельник;40;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
53;Менеджер;Женат / замужем;Высшая школа;Неизвестно;Да;Нет;Сотовый телефон;Май;Понедельник;181;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
53;Техник;Женат / замужем;Профессиональный курс;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;206;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
53;Менеджер;Разведен(-а);Университетская степень;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;367;1;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
53;Менеджер;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;383;2;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
54;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;191;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
55;Техник;Женат / замужем;Базовое (9 классов);Неизвестно;Нет;Нет;Сотовый телефон;Май;Понедельник;180;1;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
56;Домохозяйка;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;9;8;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
56;Домохозяйка;Женат / замужем;Высшая школа;Нет;Да;Да;Городской телефон;Май;Понедельник;290;3;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
56;Менеджер;Женат / замужем;Базовое (9 классов);Нет;Да;Да;Сотовый телефон;Май;Понедельник;313;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
56;Техник;Женат / замужем;Профессиональный курс;Нет;Да;Да;Сотовый телефон;Май;Понедельник;333;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
56;Обслуживающий персонал;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;520;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
56;Обслуживающий персонал;Разведен(-а);Высшая школа;Нет;Нет;Нет;Городской телефон;Май;Понедельник;640;7;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
57;Преддприниматель;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Май;Понедельник;47;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
57;Техник;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;334;2;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
57;Преддприниматель;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Май;Понедельник;429;4;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
57;Менеджер;Не женат / не замужем;Университетская степень;Нет;Нет;Да;Сотовый телефон;Май;Понедельник;532;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
57;Самозанятый;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;949;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
58;Пенсионер;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;45;1;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
58;Пенсионер;Женат / замужем;Университетская степень;Нет;Да;Нет;Городской телефон;Май;Понедельник;101;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
58;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Да;Сотовый телефон;Май;Понедельник;353;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
59;Неизвестно;Женат / замужем;Неизвестно;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;8;7;6;1;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
59;Пенсионер;Женат / замужем;Базовое (4 класса);Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;13;6;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
59;Пенсионер;Женат / замужем;Базовое (6 классов);Нет;Да;Нет;Сотовый телефон;Май;Понедельник;228;6;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
59;Пенсионер;Женат / замужем;Базовое (6 классов);Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;233;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
59;Менеджер;Женат / замужем;Университетская степень;Нет;Нет;Нет;Городской телефон;Май;Понедельник;340;8;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
59;Неизвестно;Женат / замужем;Неизвестно;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;399;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
59;Домохозяйка;Женат / замужем;Профессиональный курс;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;675;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
60;Голубой воротничок;Женат / замужем;Неизвестно;Неизвестно;Да;Нет;Сотовый телефон;Май;Понедельник;26;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
60;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Май;Понедельник;193;1;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
60;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;226;2;11;1;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
60;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Городской телефон;Май;Понедельник;364;1;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
60;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;1602;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
61;Пенсионер;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;104;5;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
61;Техник;Разведен(-а);Профессиональный курс;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;268;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
62;Пенсионер;Женат / замужем;Профессиональный курс;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;212;4;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
63;Пенсионер;Женат / замужем;Высшая школа;Нет;Да;Нет;Городской телефон;Май;Понедельник;87;3;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
65;Менеджер;Женат / замужем;Университетская степень;Нет;Нет;Нет;Городской телефон;Май;Понедельник;1076;3;6;1;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
66;Менеджер;Женат / замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;98;4;3;1;Присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
81;Пенсионер;Женат / замужем;Базовое (9 классов);Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;170;2;999;1;Не присутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
81;Пенсионер;Женат / замужем;Базовое (4 класса);Нет;Нет;Нет;Сотовый телефон;Май;Понедельник;617;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Да
88;Пенсионер;Разведен(-а);Высшая школа;Нет;Да;Нет;Сотовый телефон;Май;Понедельник;119;2;999;0;Отсутствует;-1.8;92.893;-46.2;1.354;5099.1;Нет
19;Студент;Не женат / не замужем;Высшая школа;Неизвестно;Нет;Да;Сотовый телефон;Май;Вторник;106;4;999;0;Отсутствует;-1.8;92.893;-46.2;1.344;5099.1;Нет
19;Студент;Не женат / не замужем;Высшая школа;Неизвестно;Да;Нет;Сотовый телефон;Май;Вторник;338;4;999;0;Отсутствует;-1.8;92.893;-46.2;1.344;5099.1;Нет
